,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2004-12-24,2.802007627836716,2.599167359131285,2.602220838740105,2.6205339301015114,2.66142751674173,2.820444173850378,2.0776622412251613,2.483635873943012,2.5427222755064727
2004-12-27,2.7937643571201787,2.6084965313786164,2.605531465882674,2.6152423833948046,2.66711420781051,2.814060861823301,2.0742928605679913,2.47914533013216,2.531138029507747
2004-12-28,2.7934130200011196,2.609356119450565,2.609316620393943,2.6158567097207857,2.6723521032807276,2.8144824612427213,2.0742524286998134,2.4808068317435006,2.5320041350424765
2004-12-29,2.7557762336221447,2.6004881947780873,2.5878808393517714,2.5882332680700415,2.65148110313772,2.7794358834508115,2.0508992559814945,2.4514754715259333,2.4929734727664448
2004-12-30,2.7552484421165513,2.5990478464605657,2.587923357807762,2.5836384243939507,2.648258854376762,2.7790871823207888,2.0535232359033886,2.4514757791760036,2.4923708912608493
2004-12-31,2.756144550734397,2.6039645333167694,2.5979146485010554,2.5875005599714864,2.649544931801187,2.7802575042817983,2.0521866514814677,2.4525237389856125,2.4937604418602275
2005-01-03,2.7599236828591676,2.6010212240051978,2.5943755533999093,2.6119763505829687,2.6602607745646374,2.7841660732147053,2.068475022900979,2.4415674105464293,2.4798382034319384
2005-01-04,2.7470924572597553,2.6006058292139143,2.5975361227595566,2.6213565855755903,2.6620216980533487,2.778537848518226,2.0766687496032157,2.449342903702493,2.4918462401204344
2005-01-05,2.757105557809168,2.607545154826853,2.60905135199358,2.634461989069805,2.6603719266473953,2.790975465750601,2.078108337695496,2.4604446125425015,2.500538736451505
2005-01-06,2.755021898624704,2.607109443499879,2.6075484354220975,2.6394424632231672,2.6558478266837224,2.7882219752108806,2.0799766458775353,2.4610284151429465,2.489586910717656
2005-01-07,2.750739114884195,2.6069519589681827,2.600150062430261,2.6387104997032482,2.653136832056233,2.787078729666557,2.0801385779627677,2.4649789781257208,2.4793537295469985
2005-01-10,2.741388610968201,2.6119487726988093,2.594628840145499,2.641879589688608,2.6530351380470814,2.7795179942174744,2.0655683054797835,2.456742009400919,2.4672336030988853
2005-01-11,2.73242770589221,2.59266151471545,2.5897440490481967,2.6374624701929372,2.645579923389289,2.7674091859873338,2.0524803905344915,2.436754292343549,2.458514018714278
2005-01-12,2.731300881846685,2.589876347566411,2.5838117722760057,2.636773140950089,2.6468161096601928,2.7642699191604585,2.0502200446174927,2.432732739291265,2.454989642924046
2005-01-13,2.724753841093445,2.585045354373522,2.584829756757802,2.635991100147445,2.647246367697262,2.770611594223531,2.0485401513649295,2.433663973080205,2.4541205807087967
2005-01-14,2.72034850713527,2.5868592678182907,2.586495017544861,2.626876257533333,2.648396556743893,2.7715706422902167,2.048193705495556,2.436214196041868,2.457127227215009
2005-01-17,2.724924889751815,2.588605485889867,2.5899716979654888,2.6306112066927065,2.651835638436054,2.774416984301078,2.048463760459301,2.436695022211384,2.4638599252189426
2005-01-18,2.7328138435890503,2.5881890517154287,2.585501248018267,2.631449282290834,2.6523903651993406,2.7762778939554504,2.0491903777456657,2.43932999972969,2.4577734023819566
2005-01-19,2.7221473675733154,2.591557219402011,2.580486446760235,2.62633664809354,2.657855816275983,2.7687197539564106,2.04981228842775,2.4268234192140397,2.4517261384156814
2005-01-20,2.723505958547998,2.5951397197419603,2.580267715169765,2.6269806135828486,2.6654076222801226,2.771695532478427,2.0498166585281705,2.4282814357860967,2.439168946021112
2005-01-21,2.7212326959188684,2.5956365293938037,2.5774661309739137,2.6278211603785953,2.6733953050359776,2.770783548872567,2.0502677578600905,2.4273128062169964,2.4383717626093553
2005-01-24,2.720274382580686,2.593180282818114,2.575022603005652,2.6261838581475603,2.6741339727719766,2.772208261400319,2.0486568662748916,2.4281694419812543,2.4376812398204906
2005-01-25,2.7253193661509933,2.594963899030275,2.5809639777742728,2.63344660215768,2.6690198691486047,2.7780615965421367,2.0483572248281727,2.4444059246041925,2.445250511782394
2005-01-26,2.7248224745334007,2.60004783431519,2.5809204457905666,2.6341338421768894,2.683407864834484,2.775384423682542,2.0478392645393484,2.4446924031378483,2.4451695446300636
2005-01-27,2.72120509244891,2.599525380287236,2.577258153043528,2.638681961526376,2.6866296856123055,2.7721940849083144,2.050916863874247,2.4444904540358245,2.4394036091422375
2005-01-28,2.716860351385629,2.595094281916537,2.572652690144462,2.6334433879921737,2.683419618605,2.7701689432874916,2.051272222053049,2.44807868053375,2.4328283897774083
2005-01-31,2.7139822807917913,2.607686987073934,2.568952160195041,2.6303394975166032,2.682084945327206,2.7695000319525866,2.0390446843142134,2.4458137558243718,2.436486864487102
2005-02-01,2.7101820873964404,2.603803129201382,2.5628466583673575,2.623020493544124,2.676518975279092,2.765560172145207,2.038803326351242,2.4429339742504568,2.4308587949070217
2005-02-02,2.6865508857236473,2.607443998759465,2.524603324694289,2.6352476879844455,2.6676627915660394,2.741325163359007,2.0169788307514973,2.402451553288213,2.4080553952731654
2005-02-03,2.675081609041378,2.6143989795383895,2.510698520936852,2.623934232622626,2.6560584496610566,2.7279957908192403,2.017317648034617,2.40516744574917,2.397620799438033
2005-02-04,2.673800192437384,2.6071691236855297,2.506571288490945,2.6224630765274703,2.652295479256556,2.725451119089559,2.009125181982171,2.4089243864724916,2.3973244355638306
2005-02-07,2.6752762830793557,2.6124490600734074,2.5171628809382307,2.6282937666643553,2.657063061000946,2.7291833125428178,2.0089674761229848,2.4114309312242046,2.416184967426546
2005-02-08,2.681247919407319,2.6161116397107906,2.5169711169160878,2.6273663438231516,2.6603234508377427,2.736074814337294,2.018515353757006,2.4223960343518556,2.414050163235823
2005-02-09,2.6851612238327918,2.6185859203483615,2.52807142711885,2.6329844465805685,2.66296438288741,2.7437759081659103,2.0182352127392207,2.4249832802735547,2.422597575230798
2005-02-10,2.6588958387523154,2.604643586028267,2.5024651039448873,2.654905418242984,2.644805116177279,2.7192016334101075,2.0169273320173655,2.4167413509797626,2.4063630321105265
2005-02-11,2.6504783542624226,2.5983009706038613,2.496592047497135,2.648635078646736,2.647691872173695,2.720120305653428,2.015597918096871,2.4102787402649293,2.397024762851485
2005-02-14,2.528280024741732,2.4807562717191027,2.377323651183902,2.544180275902959,2.54277713977937,2.6378925872084196,2.012591091853685,2.3227365709194276,2.3047034833111026
2005-02-15,2.513926442557181,2.4807601102126733,2.362003856258936,2.5447777217372263,2.545839302582929,2.6299745712556115,2.012370671780275,2.309637731465423,2.288505788165308
2005-02-16,2.5227485422122617,2.4971334945714037,2.3656495560603723,2.5524416311031324,2.5630025925577744,2.657302494851857,2.0137641730881453,2.3060750938652377,2.291368774663301
2005-02-17,2.53769749810501,2.506660245039041,2.375028408510972,2.5562460078746927,2.568792675765404,2.6788093289874544,2.0141464900145163,2.3085364802020196,2.291815482618851
2005-02-18,2.541276607588063,2.5139123242792816,2.374146692771844,2.558437704119184,2.575563927880195,2.6832574062180026,2.016809864957797,2.310790746077074,2.296730216445294
2005-02-21,2.495817891554128,2.4615945739436174,2.3337044844818475,2.50769646390776,2.5173318384302488,2.6512031515005816,2.014674073012074,2.2835916043294153,2.2632206671966553
2005-02-22,2.490124137975941,2.452467194440425,2.3279482632118764,2.5023937456692797,2.5124345201669622,2.645094114929689,2.018526873985324,2.282104623499051,2.2562894033124996
2005-02-23,2.4676017780700317,2.427028447226977,2.3278293817400724,2.4675447749056545,2.478502823495646,2.618843861774188,2.0270211170527355,2.2728196589429377,2.2367792185870394
2005-02-24,2.4664983291942244,2.4211514516479955,2.333291897849611,2.4620546224231656,2.473627978972236,2.6129037481161763,2.025036713032522,2.263679649851159,2.2321938752622557
2005-02-25,2.47477658203331,2.4223149875894006,2.3449062092428306,2.4610642615023117,2.472320405117249,2.62596074165767,2.0281717199277725,2.2683876256566013,2.240944215238664
2005-02-28,2.4663046341724355,2.4227039081638417,2.3394505985681042,2.4595576912521904,2.4712879445664773,2.6193815970831418,2.0293461287943164,2.2616758536765182,2.253187948533732
2005-03-01,2.476908625818351,2.4248836763363175,2.3465899687919256,2.4531016296056967,2.4731490238891385,2.626742457705067,2.0342567396090616,2.291676935479585,2.257663591295599
2005-03-02,2.4702853461557845,2.420943471187325,2.3444284441688223,2.4514529234466416,2.475522320752092,2.6196332695826805,2.0347471217331594,2.293244989818268,2.2523767275966398
2005-03-03,2.458959199254694,2.4260315661312197,2.3369755828027072,2.438267640191719,2.4648208149777826,2.608486646388359,2.036283281586832,2.290354869332865,2.237804957246393
2005-03-04,2.466182777069384,2.431921244791289,2.3397022176658235,2.4359781689301574,2.4707089349704403,2.613013778207791,2.036442509864387,2.291816084004623,2.2347174663140894
2005-03-07,2.460421384374344,2.4335439565948045,2.3399868949642304,2.4394326127003674,2.4746107034470626,2.6111686813036004,2.0367617541787166,2.2936413729976994,2.2336539563905227
2005-03-08,2.45923648119093,2.438757832252955,2.3389571169958807,2.4361282865556393,2.4842906550013835,2.613806866856585,2.042347952106429,2.2933771340222955,2.226713037666424
2005-03-09,2.462027211538363,2.43692516169783,2.3432061259161143,2.4380599636486884,2.4866318401598564,2.6176288857916226,2.045632802359976,2.2958441110977286,2.2281269679399136
2005-03-10,2.515141285037399,2.433676963937477,2.356492433383359,2.4301080039943157,2.4821317490925208,2.65157701912194,2.0406243055557196,2.3079610311102368,2.2203026172432887
2005-03-11,2.507606902811185,2.4273022911025564,2.3484541800690266,2.4236508188443087,2.4703898036085343,2.6443412732590614,2.038613836542063,2.306541343371199,2.2118918553138966
2005-03-14,2.5050782852030493,2.3995804362745745,2.3214117231656592,2.390974497055705,2.4424325817286228,2.627794887169565,2.0475094389973876,2.287102307663165,2.2267477722007745
2005-03-15,2.501936401511956,2.398032834141443,2.3234807530992527,2.39074676305977,2.43661658357876,2.6241772543901316,2.0476257112223877,2.2875340222601066,2.2271655540677373
2005-03-16,2.5004161673307013,2.3914490203202314,2.3199788099062384,2.3907581842161547,2.4316048575114952,2.6195310800085574,2.044272270970969,2.2809792100837565,2.239178315430304
2005-03-17,2.5007324157463344,2.3944358138216013,2.3195135628669714,2.3919568492467356,2.441534710828772,2.619458508404238,2.0443418956320207,2.276786932958077,2.237464288501905
2005-03-18,2.4977773425001284,2.395058733473508,2.3170373545168124,2.3950109549097895,2.4461241278813346,2.621790292353635,2.0402902709806257,2.279202091702047,2.2403524430675485
2005-03-21,2.486123639948183,2.39618779856006,2.300403718425785,2.3731599541563866,2.4326176141117672,2.6053076801415287,2.040398881413839,2.2599040654325315,2.22312682541747
2005-03-22,2.48630922650247,2.4095632144044874,2.2975267069973055,2.3795814181327417,2.432763099513459,2.6007306177018084,2.043237888296638,2.258114440617786,2.222759102523196
2005-03-23,2.496885334634033,2.419415457759638,2.3232952599592505,2.3915000694558075,2.449778511284991,2.5990642058399978,2.044462993168918,2.272458209923915,2.2340933355632693
2005-03-24,2.48266479308653,2.4196868132027625,2.3205079918975424,2.394179147790259,2.442178070779384,2.5930551840169116,2.0446286005942937,2.2692505176065683,2.2347154162979925
2005-03-29,2.4950378183028157,2.422999916895363,2.338789286828507,2.3991888671906794,2.4308696518016353,2.5955467490683053,2.043494935760764,2.281217689547821,2.2371696254766933
2005-03-30,2.496479752637271,2.4317431936307425,2.3396168033626874,2.4019425482435155,2.4318262354997073,2.5914503986292203,2.0436062334185676,2.2784781651673782,2.238400425859753
2005-03-31,2.493319892684724,2.4354698354872766,2.3373864547172665,2.4054004679813366,2.434105512146828,2.591503315191164,2.04643311744161,2.287569369337725,2.237910358382428
2005-04-01,2.4935090363758494,2.4356838213065997,2.3383405377518303,2.4037461177904995,2.434498943821838,2.5887769691090767,2.047434051472209,2.290029637645623,2.2391074660061685
2005-04-04,2.495876780884813,2.4296165361223947,2.3399360353439373,2.392940454946082,2.4237796511578455,2.58592193057409,2.048007844135849,2.304989137687113,2.2408195968225244
2005-04-05,2.4952527632282857,2.427608730389694,2.3207200294959036,2.392753097310781,2.4293937287842864,2.583399072763998,2.047509760730732,2.3032778415635464,2.2393635039070183
2005-04-06,2.498504803070924,2.4325105618643583,2.309041574540497,2.3949553166694635,2.43702135476888,2.5894962081882547,2.048491146809023,2.307065830522994,2.242477204796947
2005-04-07,2.496679236786889,2.431932370683706,2.302035114870025,2.3972441325955662,2.4397701862000685,2.5893016771923754,2.049021434934732,2.298036972163563,2.2436433706171783
2005-04-08,2.497105055094284,2.4349061292905665,2.2997978207195398,2.3963475521823954,2.4386020846050416,2.5959438488799274,2.050348020404128,2.2949314965470005,2.2425135159735783
2005-04-11,2.4966434015155494,2.4378865402052967,2.3005891599687476,2.3963673076364564,2.4410005993329706,2.5979864073453527,2.0503275584514005,2.2929273885627026,2.241347883643826
2005-04-12,2.4911829019286813,2.4275596617292994,2.2957424813772747,2.392421139771595,2.429438051177288,2.5879201318911162,2.053704389462468,2.283881706703412,2.2391427758266778
2005-04-13,2.4813022908342073,2.4268861761163527,2.294390549535153,2.3864202172458895,2.430602955856115,2.5822482087778273,2.0533965906777065,2.277947759638859,2.2367173659759754
2005-04-14,2.4921150925541626,2.430525300884489,2.307437339908657,2.3890968058333315,2.447912087683622,2.5849991808735022,2.054027574649874,2.292957441877523,2.2537930014590746
2005-04-15,2.516861112125568,2.454299821088684,2.337724316562614,2.405475773484302,2.455951543345068,2.608875202994009,2.0535684632364317,2.319937618160714,2.2702019998444887
2005-04-18,2.552454793108122,2.494683613714635,2.354054702078042,2.4294364245339053,2.471312493755754,2.6476227880973964,2.0501295944241997,2.281626265528014,2.2416244095290967
2005-04-19,2.556125076187874,2.498575965901378,2.3610101194557465,2.431243021330646,2.473578033806152,2.6465816671885585,2.043708842434265,2.28628468557117,2.2440284779170248
2005-04-20,2.5594327694061443,2.5079623586672737,2.3659562763653676,2.4289517301813253,2.472832249398668,2.6510442875115374,2.045263977471379,2.2902139906906522,2.2452708662071075
