交易时间,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2005-01-28,2985.31,11320.58,13040.53,13650.06,921.59,357.02,3641.39,9141.78,1799.67
2005-01-31,2997.6,11387.59,13097.12,13721.69,932.7,360.42,3641.05,9204.05,1809.88
2005-02-01,3010.57,11384.4,13340.52,13578.26,923.69,364.41,3640.49,9270.13,1803.58
2005-02-02,3027.4,11407.14,13339.41,13555.8,921.44,365.46,3640.65,9303.94,1802.45
2005-02-03,3043.48,11389.35,13440.83,13515.33,928.79,364.83,3649.76,9303.71,1805.43
2005-02-04,3067.13,11360.4,13446.95,13585.17,933.55,367.32,3638.39,9358.28,1815.54
2005-02-07,3073.52,11499.86,13476.77,13795.0,949.19,369.13,3636.44,9371.89,1829.28
2005-02-08,3081.46,11490.43,13508.5,13845.63,949.19,369.1,3615.67,9392.68,1836.34
2005-02-09,3085.13,11473.35,13662.38,13845.63,949.19,368.36,3569.76,9402.63,1826.18
2005-02-10,3077.69,11553.56,13708.92,13845.63,949.19,367.48,3569.46,9496.36,1828.09
2005-02-11,3112.27,11553.56,13714.63,13845.63,947.23,371.05,3557.66,9558.5,1825.34
2005-02-14,3101.57,11632.2,13564.96,14017.23,964.79,371.8,3548.16,9585.22,1828.25
2005-02-15,3128.85,11646.49,13695.91,13995.83,968.88,373.81,3518.57,9570.03,1829.18
2005-02-16,3121.62,11601.68,13640.76,14015.49,971.56,372.52,3482.56,9639.59,1827.3
2005-02-17,3115.09,11582.72,13592.03,13967.82,972.56,373.98,3463.3,9619.26,1832.43
2005-02-18,3115.68,11660.12,13580.26,14087.87,984.1,375.47,3440.88,9658.75,1838.44
2005-02-21,3093.6,11651.02,13600.47,14111.65,988.71,374.99,3441.63,9682.31,1843.74
2005-02-22,3077.95,11597.71,13520.59,14090.52,977.8,373.13,3444.29,9640.47,1847.95
2005-02-23,3053.56,11500.18,13541.96,13957.94,968.43,370.68,3437.65,9675.69,1855.62
2005-02-24,3048.52,11531.15,13684.56,14060.91,987.1,370.29,3450.61,9657.74,1874.79
2005-02-25,3070.06,11658.25,13870.2,14157.09,996.95,374.56,3464.56,9741.37,1887.33
2005-02-28,3106.54,11740.6,13789.46,14195.35,1011.36,374.37,3501.76,9668.32,1895.2
2005-03-01,3117.76,11780.53,13804.77,14061.15,1011.36,375.71,3695.71,9728.03,1912.7
2005-03-02,3097.66,11813.71,13770.26,13850.78,1007.48,376.27,3695.71,9800.07,1917.34
2005-03-03,3090.98,11856.46,13782.95,13892.37,1010.92,376.16,3695.31,9859.53,1928.29
2005-03-04,3121.66,11873.05,13862.76,13730.78,1012.96,378.65,3695.31,9927.2,1920.72
2005-03-07,3153.12,11925.36,13877.69,13771.95,1007.5,379.76,3696.51,9886.09,1915.91
2005-03-08,3152.48,11886.91,13752.8,13881.71,1000.28,377.68,3696.51,9903.34,1934.63
2005-03-09,3133.65,11966.69,13671.4,13941.47,1008.79,376.32,3698.16,9795.14,1933.93
2005-03-10,3098.25,11864.91,13421.39,13856.02,998.66,372.6,3692.82,9675.57,1929.29
2005-03-11,3098.99,11923.89,13532.35,13890.93,1022.79,372.15,3701.06,9691.44,1910.55
2005-03-14,3081.07,11850.25,13238.54,13906.85,1019.69,372.16,3672.86,9715.36,1892.77
2005-03-15,3096.6,11821.09,13184.27,13816.75,993.13,373.88,3670.4,9709.27,1902.51
2005-03-16,3076.07,11873.18,13096.55,13832.52,993.13,368.37,3670.47,9712.55,1913.84
2005-03-17,3075.89,11775.5,13138.76,13817.99,980.05,368.36,3640.69,9778.2,1923.01
2005-03-18,3090.94,11879.81,13094.4,13828.37,979.72,369.84,3592.27,9754.69,1936.3
2005-03-21,3093.57,11879.81,13094.4,13834.35,979.27,369.06,3592.27,9693.55,1950.11
2005-03-22,3084.73,11841.97,13062.45,13776.47,980.41,369.67,3579.15,9647.22,1941.35
2005-03-23,3068.71,11739.12,12852.81,13603.61,966.81,369.06,3579.15,9549.67,1922.79
2005-03-24,3128.49,11745.97,12852.81,13597.1,956.33,371.62,3579.15,9533.1,1942.75
2005-03-29,3119.37,11599.82,12581.8,13411.88,958.96,371.47,3580.54,9395.42,1941.65
2005-03-30,3125.01,11565.88,12653.42,13425.75,955.45,368.98,3580.54,9484.26,1953.19
2005-03-31,3125.67,11668.95,12676.9,13516.88,965.68,369.56,3580.54,9612.38,1961.69
2005-04-01,3140.33,11723.63,12714.19,13491.35,981.9,368.2,3580.98,9638.63,1955.89
2005-04-04,3129.52,11667.54,12593.38,13513.41,982.5,366.91,3580.98,9630.9,1950.33
2005-04-05,3145.25,11774.31,12300.7,13513.41,982.5,369.07,3614.91,9619.07,1959.26
2005-04-06,3174.55,11827.16,12170.87,13562.26,988.0,371.17,3634.76,9673.01,1974.23
2005-04-07,3177.2,11810.99,12471.01,13602.35,988.9,372.79,3652.4,9625.35,1988.31
2005-04-08,3182.23,11874.75,12531.63,13666.72,992.17,373.61,3691.94,9623.72,1992.53
2005-04-11,3185.43,11745.64,12425.41,13659.93,985.94,372.33,3691.94,9643.72,1996.89
2005-04-12,3175.78,11670.3,12522.24,13658.05,981.79,370.31,3704.54,9629.02,2008.03
2005-04-13,3197.29,11637.52,12424.37,13799.62,981.31,370.68,3706.46,9492.12,1997.57
2005-04-14,3170.51,11563.17,12233.21,13772.4,953.92,368.9,3702.05,9409.61,1976.41
2005-04-15,3141.89,11370.69,11942.7,13638.75,947.22,364.26,3702.69,9277.12,1963.66
2005-04-18,3064.13,10938.44,11739.99,13355.23,925.0,355.88,3691.86,9330.99,1978.11
2005-04-19,3090.35,11065.86,12011.53,13444.09,932.45,356.65,3656.01,9415.7,1990.48
2005-04-20,3068.47,11088.58,11842.72,13501.63,937.36,353.89,3634.99,9378.11,1989.8
2005-04-21,3068.77,10984.39,12063.62,13597.31,939.14,353.26,3634.99,9405.78,1989.84
2005-04-22,3086.73,11045.95,11995.32,13693.55,940.79,356.18,3646.05,9367.49,1982.2
2005-04-25,3102.53,11073.77,12377.1,13750.23,946.17,357.1,3639.77,9416.13,1964.61
2005-04-26,3097.86,11035.83,12577.72,13859.58,944.46,356.19,3635.86,9427.65,1976.15
2005-04-27,3042.27,11005.42,12454.69,13839.64,930.16,350.53,3626.92,9323.52,1949.84
2005-04-28,3024.75,11008.9,12255.91,13909.42,917.73,346.95,3603.1,9275.1,1947.71
2005-04-29,3039.71,11008.9,12322.99,13908.97,911.3,348.2,3599.74,9369.3,1956.98
2005-05-02,3048.67,11002.11,12424.95,13908.97,918.42,348.37,3595.53,9430.21,1961.45
2005-05-03,3046.41,11002.11,12357.88,13893.98,913.82,349.08,3561.75,9370.97,1972.85
2005-05-04,3066.72,11002.11,12643.04,13945.05,929.35,351.18,3511.91,9473.29,1992.39
2005-05-05,3091.79,11002.11,12619.91,14061.7,929.35,354.78,3469.31,9476.27,1988.49
2005-05-06,3098.33,11192.17,12615.83,14033.96,940.85,356.65,3469.8,9522.74,1993.43
2005-05-09,3083.71,11171.32,12563.02,14085.09,935.2,355.93,3469.91,9561.2,1996.83
2005-05-10,3066.43,11159.46,12497.43,14018.38,934.28,354.04,3478.37,9493.59,1987.77
2005-05-11,3061.75,11120.7,12464.84,13939.8,923.38,352.78,3482.89,9446.42,1977.05
2005-05-12,3055.43,11077.94,12448.73,13968.28,921.21,354.92,3482.93,9331.71,1965.21
2005-05-13,3037.28,11049.11,12347.72,13866.81,923.19,355.51,3482.97,9278.45,1949.95
2005-05-16,3029.47,10947.22,12442.27,13866.81,929.04,354.84,3482.92,9323.28,1928.96
2005-05-17,3021.28,10825.39,12439.46,13667.03,927.16,355.35,3470.32,9371.4,1950.13
2005-05-18,3054.44,10835.41,12727.74,13627.01,930.36,360.99,3467.27,9407.84,1962.72
2005-05-19,3073.71,11077.16,12795.33,13698.93,952.09,363.21,3459.63,9469.78,1955.13
2005-05-20,3073.52,11037.29,12883.46,13717.42,952.19,363.88,3460.13,9452.19,1953.9
2005-05-23,3080.77,11158.65,13029.58,13699.13,951.05,366.07,3459.74,9452.19,1953.9
2005-05-24,3070.86,11133.65,13020.72,13719.32,951.61,365.1,3460.8,9518.35,1940.49
2005-05-25,3076.14,11014.43,13057.84,13562.06,941.3,366.04,3461.01,9509.52,1934.59
2005-05-26,3055.96,11027.94,13152.64,13569.99,943.91,368.26,3462.06,9579.05,1940.73
2005-05-27,3047.2,11192.33,13131.39,13714.78,960.91,366.94,3462.66,9619.36,1951.01
2005-05-30,3056.2,11266.33,13161.78,13845.1,969.04,368.42,3462.66,9673.2,1969.51
2005-05-31,3051.67,11276.59,12964.39,13867.07,970.21,364.68,3462.66,9607.3,1968.78
2005-06-01,3073.95,11329.67,13143.62,13873.07,969.51,371.52,3466.43,9654.16,1985.33
2005-06-02,3075.01,11280.05,13284.89,13814.58,970.88,372.4,3466.43,9626.64,2005.98
2005-06-03,3083.54,11300.05,13204.39,13818.45,976.09,371.52,3457.96,9671.17,2012.91
2005-06-06,3062.37,11270.62,13208.43,13860.55,976.09,368.77,3459.4,9653.97,2011.18
2005-06-07,3071.17,11217.45,13148.03,13837.29,970.88,372.46,3459.4,9656.16,2006.48
2005-06-08,3060.29,11281.03,13102.66,13898.55,976.22,372.8,3459.4,9707.88,2010.32
2005-06-09,3082.06,11160.88,13225.28,13898.31,987.58,373.35,3460.84,9763.44,2005.48
2005-06-10,3100.4,11304.23,13214.6,13934.76,990.79,376.09,3460.59,9790.09,2017.49
2005-06-13,3101.08,11311.51,13299.59,13952.02,990.49,377.45,3456.38,9839.94,2014.12
2005-06-14,3109.36,11335.92,13343.1,13904.81,983.75,377.69,3452.96,9822.85,2024.98
2005-06-15,3109.4,11415.88,13501.51,13914.3,1001.94,375.82,3459.94,9866.57,2041.0
2005-06-16,3128.58,11416.38,13537.28,13833.53,1003.14,378.95,3452.35,9968.71,2058.48
2005-06-17,3109.89,11514.03,13645.96,13912.03,1003.68,380.27,3446.43,9947.57,2065.54
2005-06-20,3092.62,11483.35,13709.36,13945.77,994.65,379.05,3446.81,9998.11,2053.94
2005-06-21,3116.31,11488.74,13547.99,13979.35,989.99,381.39,3448.21,9939.2,2075.26
2005-06-22,3137.83,11547.28,13441.65,14161.02,1002.15,382.36,3421.16,10051.49,2088.93
2005-06-23,3132.58,11576.75,13389.66,14190.44,1010.8,383.2,3413.25,9998.38,2068.64
2005-06-24,3109.41,11537.03,13299.28,14230.29,1002.43,379.97,3412.88,9996.17,2063.51
2005-06-27,3075.48,11414.28,13454.73,14176.04,991.11,377.27,3412.88,9998.09,2063.51
2005-06-28,3084.48,11513.83,13523.07,14287.44,994.74,381.84,3412.84,10041.03,2071.3
2005-06-29,3112.09,11577.44,13550.14,14277.28,999.08,383.34,3412.72,10029.33,2055.91
2005-06-30,3112.83,11584.01,13486.13,14201.06,1008.16,383.83,3413.93,9902.77,2056.84
2005-07-01,3125.38,11630.13,13509.13,14201.06,1018.02,388.26,3416.66,9902.77,2062.9
2005-07-04,3126.65,11651.55,13500.83,14177.87,1021.71,389.84,3411.03,9941.79,2061.2
2005-07-05,3113.26,11616.7,13648.47,14124.8,1018.81,389.11,3403.9,10075.13,2062.89
2005-07-06,3121.92,11603.53,13790.15,14149.93,1019.01,390.33,3405.65,10111.89,2063.61
2005-07-07,3089.94,11590.14,13850.36,14030.81,1026.82,383.8,3405.68,10121.0,2058.34
2005-07-08,3107.01,11565.99,13871.26,13964.47,1021.95,388.6,3409.79,10177.86,2061.33
2005-07-11,3135.18,11674.79,13807.3,14157.24,1040.43,390.93,3411.54,10217.72,2062.51
2005-07-12,3121.61,11692.14,13971.67,14146.95,1043.88,389.35,3418.91,10207.92,2067.38
2005-07-13,3137.56,11659.84,14005.23,14307.3,1050.16,391.91,3344.06,10203.58,2084.07
2005-07-14,3170.01,11764.26,14085.06,14491.54,1061.93,393.72,3439.23,10124.89,2095.39
2005-07-15,3164.31,11758.68,13952.6,14504.29,1059.6,393.68,3440.46,10148.95,2091.43
2005-07-18,3156.43,11758.68,13972.61,14567.0,1062.43,392.88,3441.31,10163.03,2103.02
2005-07-19,3188.57,11764.84,14167.51,14567.74,1075.48,396.96,3469.24,10263.24,2132.74
2005-07-20,3185.37,11789.35,14306.06,14602.7,1074.4,395.58,3479.44,10329.64,2127.26
2005-07-21,3202.15,11786.73,14271.89,14620.14,1074.65,395.93,3506.93,10317.68,2136.36
2005-07-22,3186.0,11695.05,14318.47,14786.46,1074.22,394.3,3530.27,10374.79,2151.86
2005-07-25,3186.98,11762.65,14135.24,14794.03,1089.7,394.54,3530.27,10362.55,2158.77
2005-07-26,3198.57,11737.96,14067.73,14769.93,1090.6,395.55,3545.96,10367.89,2152.79
2005-07-27,3217.81,11835.08,14173.38,14801.86,1093.03,395.1,3480.24,10500.67,2155.76
2005-07-28,3232.77,11858.31,14256.84,14813.32,1104.72,394.97,3478.05,10516.23,2177.52
2005-07-29,3228.01,11899.6,14409.66,14880.98,1111.29,395.77,3440.66,10422.93,2175.06
2005-08-01,3234.05,11946.92,14582.5,14978.88,1115.98,396.96,3334.42,10422.93,2194.05
2005-08-02,3251.65,11940.2,14677.66,15137.08,1118.83,397.98,3334.42,10621.22,2214.07
2005-08-03,3269.74,11981.8,14615.96,15118.5,1117.11,396.92,3325.81,10598.79,2198.18
2005-08-04,3256.46,11883.31,14612.22,15111.54,1111.39,394.68,3308.32,10626.71,2187.72
2005-08-05,3249.45,11766.48,14463.14,15051.32,1089.36,391.31,3266.39,10550.51,2152.19
2005-08-08,3253.56,11778.98,14596.77,15108.94,1086.64,391.43,3202.8,10614.35,2164.55
2005-08-09,3300.63,11900.32,14673.34,15047.84,1099.77,395.88,3204.07,10585.93,2166.06
2005-08-10,3314.81,12098.08,14702.58,15346.41,1104.86,401.57,3288.48,10671.44,2141.43
2005-08-11,3302.51,12263.32,14768.95,15445.2,1123.77,400.15,3301.1,10699.89,2132.37
2005-08-12,3286.7,12261.68,14673.22,15450.95,1130.22,396.06,3309.41,10683.1,2107.27
2005-08-15,3280.53,12256.55,14842.7,15466.06,1130.22,395.66,3309.41,10650.68,2107.27
2005-08-16,3285.01,12315.67,14559.19,15443.62,1116.93,394.64,3329.51,10534.83,2106.33
2005-08-17,3279.3,12273.12,14560.33,15449.58,1113.25,393.53,3408.71,10500.72,2111.7
2005-08-18,3252.83,12307.37,14619.98,15148.09,1092.71,391.38,3379.82,10391.3,2105.21
2005-08-19,3272.11,12291.73,14678.16,15038.61,1089.88,393.97,3381.63,10502.11,2089.08
2005-08-22,3270.91,12452.51,14770.27,15218.63,1116.68,394.67,3385.46,10525.49,2083.97
2005-08-23,3244.45,12472.93,14717.91,14973.89,1115.84,391.73,3388.54,10480.03,2123.18
2005-08-24,3234.49,12502.26,14603.0,14873.85,1094.21,389.86,3393.02,10509.72,2132.26
2005-08-25,3228.47,12405.16,14604.61,14889.1,1097.29,386.93,3397.94,10538.93,2127.43
2005-08-26,3205.13,12439.48,14444.84,14982.89,1086.55,385.15,3397.67,10484.07,2124.87
2005-08-29,3206.68,12309.83,14327.2,14836.97,1063.16,385.65,3397.67,10558.4,2107.53
2005-08-30,3211.24,12453.14,14008.2,14922.22,1072.61,386.08,3411.18,10573.06,2086.08
2005-08-31,3223.98,12413.6,14243.19,14903.55,1083.33,389.6,3411.18,10668.94,2086.25
2005-09-01,3228.5,12506.97,14486.59,15143.75,1106.37,389.88,3411.17,10813.3,2080.79
2005-09-02,3221.81,12600.0,14772.7,15221.89,1115.83,389.31,3411.17,10771.88,2065.33
2005-09-05,3236.62,12634.88,14857.31,15227.83,1114.5,391.46,3411.17,10771.88,2046.72
2005-09-06,3251.19,12599.43,15030.62,15160.78,1122.65,394.15,3486.19,10798.12,2073.03
2005-09-07,3257.77,12607.59,15246.23,15224.57,1142.99,394.3,3491.81,10810.05,2092.65
2005-09-08,3242.05,12533.89,15055.92,15166.17,1145.26,393.92,3496.78,10777.23,2098.05
2005-09-09,3249.37,12692.04,15212.88,15165.77,1152.5,394.91,3496.82,10898.2,2101.03
2005-09-12,3261.93,12896.43,15190.17,15199.79,1158.36,395.7,3497.95,10885.16,2115.16
2005-09-13,3249.93,12901.95,15087.29,15070.56,1158.12,393.3,3504.1,10825.2,2118.79
2005-09-14,3266.34,12834.25,15221.39,15086.62,1170.77,393.9,3504.57,10932.41,2123.95
2005-09-15,3265.48,12986.78,15428.78,15041.02,1169.59,394.92,3504.57,10966.32,2111.52
2005-09-16,3275.74,12958.68,15428.78,14983.2,1174.13,398.1,3508.12,10990.59,2121.57
2005-09-19,3282.91,12958.68,15656.84,14983.2,1174.13,399.16,3513.69,11024.73,2121.57
2005-09-20,3288.75,13148.57,15563.47,15241.86,1190.93,401.41,3514.68,10903.52,2146.15
2005-09-21,3284.62,13196.57,15734.41,15223.62,1196.67,396.48,3538.8,10957.14,2162.22
2005-09-22,3287.07,13159.36,15661.13,15179.95,1199.97,393.61,3554.05,10870.75,2154.16
2005-09-23,3298.14,13159.36,15649.33,15143.97,1175.88,394.33,3554.05,10904.31,2158.25
2005-09-26,3328.17,13392.63,15765.53,15274.31,1206.41,399.37,3554.05,11005.47,2160.28
2005-09-27,3320.74,13310.04,15801.81,15189.88,1209.63,398.13,3569.19,11067.17,2146.37
2005-09-28,3343.65,13435.91,15869.33,15221.46,1228.57,401.99,3568.99,11042.26,2138.37
2005-09-29,3324.57,13617.24,15841.84,15431.25,1231.22,400.41,3590.76,11018.5,2140.14
2005-09-30,3328.8,13574.3,16120.08,15428.52,1221.01,402.99,3605.49,11011.83,2152.82
2005-10-03,3353.39,13525.28,16051.02,15394.39,1221.01,407.84,3611.18,11081.19,2181.27
2005-10-04,3373.83,13738.84,15933.41,15382.21,1242.78,408.66,3611.37,10960.62,2190.06
2005-10-05,3363.29,13689.89,15720.35,15161.03,1227.4,404.96,3611.37,10748.05,2163.47
2005-10-06,3339.77,13359.51,15247.6,14839.3,1202.49,399.89,3620.14,10562.23,2150.26
2005-10-07,3329.62,13227.74,15447.59,14847.79,1201.01,398.66,3620.15,10612.15,2160.43
2005-10-10,3331.62,13227.74,15466.41,14898.77,1227.18,398.27,3620.62,10612.15,2160.43
2005-10-11,3338.18,13556.71,15445.37,14898.77,1244.27,397.9,3622.67,10620.5,2163.85
2005-10-12,3329.11,13463.74,15103.16,14575.02,1217.06,393.7,3622.67,10493.11,2142.09
2005-10-13,3300.46,13449.24,14924.73,14621.83,1193.44,391.37,3622.7,10429.71,2132.07
2005-10-14,3309.26,13420.54,14892.88,14485.88,1190.17,394.31,3626.17,10488.77,2131.97
2005-10-17,3291.96,13400.29,15282.73,14541.35,1176.36,394.31,3626.17,10553.44,2137.17
2005-10-18,3289.45,13352.24,15084.84,14597.4,1186.22,393.92,3626.42,10345.09,2131.61
2005-10-19,3238.75,13129.49,15111.95,14372.76,1153.13,387.06,3627.55,10425.78,2125.46
2005-10-20,3255.48,13190.46,14821.1,14408.94,1162.23,389.06,3627.55,10190.73,2098.84
2005-10-21,3239.14,13199.95,14903.36,14487.85,1183.48,386.08,3628.25,10290.87,2100.32
2005-10-24,3266.08,13106.18,15356.32,14402.35,1184.6,389.73,3628.94,10360.79,2118.65
2005-10-25,3265.17,13280.62,15367.87,14424.88,1181.28,388.68,3630.2,10363.74,2094.21
2005-10-26,3265.22,13395.02,15666.22,14458.14,1179.0,390.71,3631.15,10283.66,2104.42
2005-10-27,3233.4,13417.08,15437.63,14381.06,1166.36,386.09,3632.72,10245.45,2073.3
2005-10-28,3224.31,13346.54,15579.68,14215.83,1140.72,385.95,3638.36,10312.3,2056.94
2005-10-31,3264.26,13606.5,15759.73,14386.37,1158.11,394.16,3640.5,10383.32,2072.64
2005-11-01,3270.43,13867.86,15922.52,14572.26,1188.95,394.62,3641.24,10390.75,2072.64
2005-11-02,3277.22,13894.78,15896.48,14597.48,1208.38,397.12,3641.24,10585.65,2095.63
2005-11-03,3305.76,13894.78,15798.04,14601.59,1217.97,399.91,3642.62,10672.58,2075.54
2005-11-04,3305.89,14075.96,15900.53,14585.79,1221.98,399.53,3655.99,10674.83,2036.0
2005-11-07,3329.81,14061.6,15944.15,14365.79,1218.47,401.14,3655.99,10681.18,1998.11
2005-11-08,3336.58,14036.73,15930.71,14403.2,1226.71,402.8,3646.75,10616.22,1985.71
2005-11-09,3337.33,14072.2,15981.18,14597.55,1227.59,403.89,3648.2,10656.54,2014.7
2005-11-10,3362.26,14080.88,16153.08,14633.33,1234.43,406.3,3648.42,10565.26,2013.99
2005-11-11,3390.54,14155.06,16137.07,14740.6,1256.12,410.82,3649.72,10669.4,2023.76
2005-11-14,3388.46,14116.04,16293.53,14629.49,1257.63,412.03,3650.82,10684.72,2015.97
2005-11-15,3387.61,14091.77,16193.58,14627.41,1253.86,412.61,3652.91,10628.9,2002.0
2005-11-16,3363.72,14170.87,16310.68,14650.54,1267.16,410.77,3654.52,10727.04,2032.18
2005-11-17,3363.61,14411.79,16455.39,14787.98,1269.35,413.24,3667.46,10733.08,2071.51
2005-11-18,3370.66,14623.12,16545.44,14883.32,1272.25,416.24,3667.83,10722.1,2083.46
2005-11-21,3386.67,14680.43,16767.07,14885.57,1268.8,417.55,3667.83,10817.34,2068.72
2005-11-22,3394.39,14708.32,16866.84,14885.65,1244.5,418.52,3671.51,10892.75,2067.87
2005-11-23,3400.23,14708.32,16713.91,15062.35,1282.02,419.79,3681.96,10919.8,2070.75
2005-11-24,3399.31,14742.58,16750.44,15084.39,1291.71,417.84,3681.96,11081.82,2056.97
2005-11-25,3421.74,14784.29,16879.37,15081.47,1293.22,418.3,3690.01,11002.57,2069.49
2005-11-28,3413.7,14986.94,16836.11,15100.0,1293.74,417.63,3702.1,10939.21,2034.9
2005-11-29,3406.03,14927.7,16694.95,15028.76,1279.38,420.33,3702.1,10942.63,2030.27
2005-11-30,3394.14,14872.15,16830.96,14937.14,1297.44,418.79,3725.12,10824.14,2027.61
2005-12-01,3432.67,15130.5,17133.83,15068.03,1305.98,426.17,3723.62,10999.64,2049.78
2005-12-02,3458.9,15421.6,17150.99,15200.38,1310.12,429.48,3723.62,11005.24,2056.91
2005-12-05,3445.61,15551.31,17271.06,15158.82,1315.15,428.85,3723.62,11008.78,2041.44
2005-12-06,3458.51,15423.38,17424.43,14990.61,1321.06,432.67,3726.79,11096.82,2035.54
2005-12-07,3464.47,15484.66,17244.19,15134.95,1324.75,431.52,3808.22,11131.43,2006.73
2005-12-08,3456.4,15183.36,17211.02,14879.16,1324.2,432.23,3816.49,11167.19,2006.73
2005-12-09,3448.05,15404.05,17554.48,14910.51,1317.42,431.13,3816.49,11132.01,2004.37
2005-12-12,3454.8,15738.7,17554.48,14984.4,1333.23,432.8,3740.35,11099.26,1979.15
2005-12-13,3457.86,15778.86,17819.68,14942.62,1336.48,433.17,3740.55,11137.44,1962.2
2005-12-14,3462.63,15464.58,18054.03,14976.26,1334.27,430.95,3759.55,11095.81,1941.86
2005-12-15,3443.96,15254.44,17922.47,15059.02,1337.68,432.08,3761.87,11092.81,1978.11
2005-12-16,3495.28,15173.07,17737.59,15029.81,1321.04,436.17,3782.49,11136.58,1996.92
2005-12-19,3501.31,15391.48,17666.41,15182.89,1339.4,435.31,3759.11,11154.28,1984.87
2005-12-20,3509.11,15641.26,17680.95,15169.17,1341.0,435.46,3691.34,11180.63,1961.13
2005-12-21,3542.13,15957.57,17781.51,15221.42,1354.16,438.99,3691.34,11247.25,1946.8
2005-12-22,3544.47,15941.37,17768.9,15182.53,1350.87,438.45,3679.29,11255.39,1954.03
2005-12-23,3542.36,15941.37,17802.28,15183.58,1359.53,439.16,3679.29,11245.37,1968.12
2005-12-27,3567.3,15969.4,17832.64,15183.58,1373.55,440.32,3679.29,11245.37,1950.27
2005-12-28,3567.21,16194.61,17690.7,15101.54,1368.16,439.1,3679.29,11261.2,1946.04
2005-12-29,3575.19,16344.2,17832.8,15045.59,1379.37,440.87,3679.29,11296.29,1961.02
2005-12-30,3549.25,16111.43,17802.71,14876.43,1379.37,436.78,3679.29,11272.26,1964.47
2006-01-02,3573.87,16111.43,17925.7,14876.43,1389.27,440.52,3682.3,11272.26,1939.6
2006-01-03,3603.94,16111.43,18500.69,14944.77,1394.87,441.93,3681.97,11441.58,1976.12
2006-01-04,3638.46,16361.54,18669.23,15200.06,1402.11,445.0,3675.51,11501.48,2020.4
2006-01-05,3639.33,16425.37,18608.34,15271.13,1395.51,443.13,3675.62,11507.68,2042.68
2006-01-06,3643.74,16428.21,18736.78,15344.44,1412.78,446.11,3676.66,11620.46,2071.12
2006-01-09,3642.21,16428.21,18998.83,15547.43,1408.33,447.88,3665.28,11565.21,2057.49
2006-01-10,3638.09,16124.35,18912.38,15569.91,1396.29,443.9,3642.85,11597.61,2051.74
2006-01-11,3663.15,16363.59,19160.44,15650.88,1394.09,446.31,3624.17,11621.03,2077.96
2006-01-12,3676.23,16445.19,18925.01,15719.37,1402.58,447.4,3617.41,11595.18,2061.28
2006-01-13,3672.04,16454.95,18889.2,15787.97,1416.28,441.37,3616.57,11604.82,2069.56
2006-01-16,3691.07,16268.03,18958.29,15777.72,1421.79,441.99,3625.68,11720.97,2061.75
2006-01-17,3646.77,15805.95,18489.63,15576.2,1389.58,438.51,3617.27,11689.61,2055.69
2006-01-18,3638.98,15341.18,18265.96,15481.21,1352.91,434.21,3600.2,11554.49,2051.85
2006-01-19,3674.04,15696.28,18521.45,15670.42,1360.64,436.62,3584.03,11692.97,2069.96
2006-01-20,3656.97,15696.69,18346.23,15662.08,1324.78,432.2,3576.36,11605.67,2063.55
2006-01-23,3651.0,15360.65,18447.11,15464.77,1297.43,431.88,3566.57,11733.37,2047.55
2006-01-24,3654.18,15648.89,18875.41,15530.57,1326.83,431.51,3536.27,11692.35,2056.15
2006-01-25,3682.39,15651.0,18866.37,15520.39,1342.59,436.46,3503.43,11675.16,2067.15
2006-01-26,3726.99,15891.02,19216.75,15520.07,1352.75,443.63,3507.53,11737.43,2098.32
2006-01-27,3760.38,16460.68,18956.5,15753.14,1384.56,449.67,3501.98,11856.81,2110.65
2006-01-30,3756.21,16551.23,18849.24,15753.14,1384.56,450.7,3498.56,11947.47,2115.37
