交易时间,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2006-10-02,4070.31,16254.29,21619.96,17543.05,1374.22,482.9,4949.26,11787.39,2275.45
2006-10-03,4059.16,16242.09,21631.0,17606.53,1374.22,481.65,4989.53,11526.13,2284.02
2006-10-04,4084.08,16082.55,22105.97,17629.21,1352.0,484.4,5069.17,11618.12,2316.28
2006-10-05,4097.02,16449.33,22326.86,17907.67,1352.0,486.16,5128.3,11750.0,2329.47
2006-10-06,4090.47,16436.06,22350.05,17903.39,1352.0,486.21,5119.31,11690.89,2312.43
2006-10-09,4103.41,16436.06,22313.42,17675.24,1319.4,487.22,5115.48,11690.89,2312.43
2006-10-10,4129.23,16477.25,22523.56,17823.7,1328.37,489.8,5119.6,11755.15,2337.39
2006-10-11,4129.28,16400.57,22387.08,17862.79,1325.49,490.01,5127.08,11619.14,2336.07
2006-10-12,4181.74,16368.81,22661.82,17873.09,1331.78,492.84,5127.15,11719.09,2349.48
2006-10-13,4174.9,16536.54,22848.32,17988.86,1348.6,492.68,5130.5,11908.57,2356.97
2006-10-16,4174.1,16692.76,22950.18,18010.2,1356.72,493.39,5130.5,12061.54,2356.48
2006-10-17,4119.51,16611.59,22799.42,18014.84,1351.3,487.01,5137.82,11996.63,2359.73
2006-10-18,4167.06,16653.0,23012.87,18048.09,1354.26,490.11,5137.65,11966.0,2362.66
2006-10-19,4159.59,16551.36,23168.52,17986.97,1354.06,490.36,5130.02,12060.62,2366.41
2006-10-20,4173.3,16651.63,23233.48,18113.55,1364.24,489.3,5087.57,12035.57,2365.87
2006-10-23,4185.21,16788.82,23321.41,18089.85,1364.95,492.3,5078.55,12119.15,2366.81
2006-10-24,4163.4,16780.47,23279.77,18153.41,1366.5,492.89,5076.93,12195.54,2380.43
2006-10-25,4174.17,16699.3,23397.69,18157.94,1371.43,492.71,5064.8,12341.65,2386.44
2006-10-26,4176.7,16811.6,23361.42,18353.74,1373.65,492.94,5048.38,12335.68,2383.82
2006-10-27,4152.32,16669.07,22762.86,18297.55,1369.09,489.99,5045.08,12268.86,2372.86
2006-10-30,4138.07,16351.85,22370.09,18297.55,1356.11,487.95,5044.36,12274.4,2364.49
2006-10-31,4144.38,16399.39,23046.95,18324.35,1364.55,486.57,5036.87,12344.59,2380.26
2006-11-01,4165.97,16375.26,23042.28,18453.65,1374.35,486.05,4994.45,12050.39,2380.26
2006-11-02,4137.67,16350.02,23042.28,18714.78,1383.73,484.04,4916.46,12130.73,2371.64
2006-11-03,4180.68,16350.02,23169.87,18749.69,1383.88,487.94,4893.76,12239.04,2345.07
2006-11-06,4201.09,16364.76,23733.07,18936.55,1379.19,494.06,4893.76,12333.28,2380.1
2006-11-07,4213.3,16393.41,23585.14,18939.31,1387.44,496.68,4896.25,12310.21,2411.62
2006-11-08,4220.79,16215.74,23930.64,18811.24,1380.07,497.51,4932.72,12378.2,2434.75
2006-11-09,4217.01,16198.57,23941.8,18952.86,1399.44,493.82,4932.72,12410.23,2447.65
2006-11-10,4219.04,16112.43,23951.63,18891.14,1395.73,492.96,5070.66,12340.47,2442.24
2006-11-13,4239.64,16022.49,24188.59,18868.54,1396.69,494.21,5124.27,12309.4,2437.6
2006-11-14,4234.7,16289.55,24288.06,18878.42,1407.37,493.69,5147.03,12279.59,2472.74
2006-11-15,4273.81,16243.47,24315.6,19093.0,1412.54,496.98,5148.5,12425.37,2486.29
2006-11-16,4265.76,16163.87,24266.03,19154.07,1410.75,495.99,5191.3,12365.85,2514.38
2006-11-17,4223.19,16091.73,24196.05,19182.71,1412.22,492.62,5190.94,12372.87,2494.05
2006-11-20,4220.98,15725.94,24196.05,18954.63,1402.21,491.7,5194.78,12416.63,2481.13
2006-11-21,4231.23,15734.14,24585.68,19008.3,1405.9,491.73,5194.76,12602.3,2513.72
2006-11-22,4221.79,15914.23,24674.75,19250.79,1422.54,490.31,5194.9,12556.98,2517.84
2006-11-23,4194.9,15914.23,24730.01,19265.32,1419.23,488.27,5194.9,12644.9,2544.3
2006-11-24,4183.36,15734.6,24792.89,19260.3,1421.73,484.91,5290.69,12631.08,2542.7
2006-11-27,4132.51,15885.38,24442.79,19204.01,1425.13,478.33,5423.01,12542.45,2519.79
2006-11-28,4111.51,15855.26,24344.95,18639.53,1411.47,478.49,5429.56,12530.87,2508.46
2006-11-29,4165.37,16076.2,24776.09,18780.93,1422.55,481.99,5429.56,12668.16,2549.41
2006-11-30,4140.3,16274.33,24962.01,18960.48,1432.21,477.67,5806.04,12752.38,2559.67
2006-12-01,4114.52,16321.78,24962.01,18690.82,1434.36,473.32,5836.27,12754.75,2561.7
2006-12-04,4144.39,16303.59,25207.48,18702.73,1426.46,473.75,5837.57,12848.67,2569.47
2006-12-05,4174.85,16265.76,25593.92,18944.19,1420.59,477.64,5851.48,12895.9,2589.17
2006-12-06,4179.01,16371.28,25615.85,19026.36,1413.73,476.44,5851.57,12889.84,2583.39
2006-12-07,4224.69,16473.36,25639.31,18842.99,1410.3,476.9,5851.57,12915.72,2585.48
2006-12-08,4255.06,16417.82,25756.81,18739.99,1390.43,476.53,5488.44,12899.58,2585.48
2006-12-11,4280.82,16527.99,25828.48,18924.66,1390.73,479.69,5523.24,12878.18,2605.54
2006-12-12,4290.27,16637.78,25828.48,18907.17,1376.98,482.66,5659.26,12858.48,2599.36
2006-12-13,4305.5,16692.93,25690.39,18718.19,1383.28,488.79,5740.72,12910.32,2627.72
2006-12-14,4330.26,16829.2,25863.39,18919.4,1418.38,493.94,6125.84,13021.77,2644.05
2006-12-15,4347.04,16914.31,25757.68,19110.65,1421.87,495.11,6509.41,12866.27,2668.17
2006-12-18,4359.8,16962.11,25857.44,19192.91,1433.23,494.38,6392.49,12785.2,2679.58
2006-12-19,4339.63,16776.88,25621.5,18964.55,1427.76,493.43,6470.39,12781.54,2677.43
2006-12-20,4345.29,17011.04,25394.69,19240.12,1442.28,495.59,6517.13,12782.99,2701.48
2006-12-21,4366.52,17047.83,25546.82,19222.84,1436.47,494.62,6453.48,12737.21,2694.43
2006-12-22,4350.92,17104.96,25432.64,19320.52,1437.49,490.77,6442.85,12718.17,2692.09
2006-12-27,4362.85,17223.15,26196.66,19725.73,1425.1,497.78,6442.85,12852.59,2712.81
2006-12-28,4367.02,17224.81,26295.21,20001.91,1434.46,497.18,6442.85,12909.54,2694.3
2006-12-29,4388.53,17225.83,26448.32,19964.72,1434.46,495.34,6442.85,12908.39,2693.22
2007-01-02,4454.16,17225.83,26664.45,20310.18,1435.26,501.0,6442.85,12923.66,2689.19
2007-01-03,4466.93,17225.83,26619.37,20413.39,1409.35,501.35,6347.7,12701.44,2725.6
2007-01-04,4421.26,17353.67,26566.28,20025.58,1397.29,500.33,6314.58,12553.6,2738.99
2007-01-05,4381.56,17091.59,26135.6,20211.28,1385.76,494.05,6241.65,12477.97,2723.48
2007-01-08,4406.59,17091.59,26281.64,20029.66,1370.81,492.81,6247.6,12553.09,2719.84
2007-01-09,4426.15,17237.77,25783.04,19898.08,1374.34,495.87,6201.04,12467.99,2713.76
2007-01-10,4405.87,16942.4,25885.8,19568.34,1355.79,492.49,6201.04,12457.55,2690.93
2007-01-11,4473.58,16838.17,26247.9,19385.37,1365.31,500.16,6201.04,12519.9,2697.25
2007-01-12,4485.89,17057.01,26324.38,19613.41,1388.37,502.84,6181.85,12678.81,2741.08
2007-01-15,4494.11,17209.92,26480.03,20068.56,1390.96,505.38,6181.81,12755.36,2758.7
2007-01-16,4468.28,17202.46,26480.33,20027.95,1389.71,504.81,6178.2,12720.32,2765.18
2007-01-17,4464.86,17261.35,26558.5,20064.57,1379.48,505.26,6162.66,12730.41,2790.0
2007-01-18,4467.39,17370.93,26112.87,20277.51,1383.21,505.53,5962.31,12640.68,2808.55
2007-01-19,4472.73,17310.44,26213.38,20327.72,1360.56,507.12,5740.09,12718.99,2827.14
2007-01-22,4457.01,17424.18,26432.25,20772.22,1363.41,503.51,5672.26,12705.77,2852.28
2007-01-23,4429.38,17408.57,26810.0,20769.7,1363.09,502.82,5646.78,12910.87,2850.28
2007-01-24,4465.15,17507.4,27338.3,20821.05,1383.06,506.55,5653.03,13010.73,2880.79
2007-01-25,4438.55,17458.3,26899.34,20669.83,1382.36,503.03,5622.49,12927.28,2868.18
2007-01-26,4399.87,17421.93,27045.71,20281.13,1371.33,499.8,5622.49,12979.26,2853.04
2007-01-29,4415.17,17470.46,26834.05,20236.68,1363.1,500.31,5610.4,12945.96,2824.24
2007-01-30,4435.98,17490.19,27135.37,20460.46,1370.72,502.83,5642.28,13014.6,2843.17
2007-01-31,4433.57,17383.42,27561.49,20106.42,1360.23,499.81,5632.84,13034.12,2895.28
2007-02-01,4467.81,17519.5,27842.76,20430.16,1382.9,505.59,5575.92,13144.74,2939.52
2007-02-02,4507.29,17547.11,27933.07,20563.68,1413.14,506.78,5535.18,13111.57,2951.55
2007-02-05,4504.45,17344.8,27933.07,20455.62,1417.95,506.19,5532.77,13166.69,2944.47
2007-02-06,4530.1,17406.86,28067.4,20655.2,1428.58,507.4,5566.93,13183.33,2953.47
2007-02-07,4544.93,17292.32,28123.76,20679.69,1426.29,509.08,5593.18,13142.25,2991.83
2007-02-08,4505.85,17292.48,28197.26,20735.05,1423.58,504.78,5620.72,13184.3,2993.37
2007-02-09,4518.83,17504.33,27906.89,20677.66,1427.68,507.3,5620.72,13083.95,3019.63
2007-02-12,4500.79,17504.33,27972.23,20593.41,1414.29,503.77,5673.74,13040.54,3011.64
2007-02-13,4528.09,17621.45,28262.65,20132.25,1418.44,506.66,5709.91,13171.76,3050.21
2007-02-14,4547.83,17752.64,28539.69,20209.91,1436.1,508.07,5747.75,13204.46,3085.96
2007-02-15,4544.74,17897.23,28498.75,20538.42,1443.63,507.77,5771.94,13288.16,3094.61
2007-02-16,4532.75,17875.65,28491.07,20567.91,1448.81,506.1,5887.76,13311.95,3107.4
2007-02-19,4551.27,17940.09,28590.17,20567.91,1448.81,509.22,6072.45,13291.55,3081.56
2007-02-20,4535.45,17939.12,28589.66,20567.91,1452.96,508.02,6177.21,13319.65,3011.43
2007-02-21,4515.44,17913.21,28715.96,20651.42,1451.38,508.78,6173.57,13330.28,2925.51
2007-02-22,4509.82,18108.79,28676.48,20809.23,1465.41,509.33,6173.41,13317.98,2970.34
2007-02-23,4495.71,18188.42,28505.72,20711.65,1469.88,510.61,6185.38,13343.53,2919.84
2007-02-26,4519.03,18215.35,28046.16,20507.95,1470.03,511.17,6204.77,13404.46,2872.41
2007-02-27,4387.37,18119.92,26418.82,20147.87,1454.6,500.33,6204.73,13040.11,2729.62
2007-02-28,4305.23,17604.12,26638.95,19651.51,1417.34,490.21,6204.76,13045.02,2811.62
2007-03-01,4267.76,17453.51,26647.65,19346.6,1417.34,481.96,6213.48,12981.13,2828.59
2007-03-02,4272.02,17217.93,26321.12,19442.01,1414.47,480.2,6213.37,12863.27,2832.33
2007-03-05,4218.17,16642.25,25788.37,18664.88,1376.15,475.59,6213.37,12711.25,2802.02
2007-03-06,4249.61,16844.5,26355.64,19058.56,1402.93,478.16,6221.63,12868.19,2854.81
2007-03-07,4301.19,16764.62,26184.39,18918.64,1410.95,481.9,6222.68,12989.61,2833.62
2007-03-08,4369.55,17090.31,26773.79,19175.17,1423.89,489.03,6218.75,13050.97,2870.02
2007-03-09,4378.28,17164.04,27106.53,19134.88,1423.58,490.35,6217.76,13057.37,2875.62
2007-03-12,4359.77,17292.39,27261.17,19442.42,1441.33,489.54,6217.76,13065.15,2912.26
2007-03-13,4301.78,17178.84,26589.2,19333.14,1436.05,484.38,6324.15,12809.6,2857.47
2007-03-14,4196.56,16676.89,26719.32,18836.93,1407.37,473.38,6658.56,12808.73,2849.68
2007-03-15,4262.79,16860.39,26883.53,18969.44,1426.93,483.39,6761.72,12874.32,2900.03
2007-03-16,4257.21,16744.15,26901.42,18953.5,1427.88,482.14,6841.11,12829.68,2916.85
2007-03-19,4364.65,17009.55,26901.42,19266.74,1443.39,492.44,6843.84,13011.74,2958.65
2007-03-20,4373.75,17163.2,27407.46,19356.9,1444.17,498.29,6847.61,12977.41,2956.31
2007-03-21,4382.26,17163.2,28219.55,19516.41,1442.85,500.89,6850.88,13155.55,2977.13
2007-03-22,4470.15,17419.2,28258.8,19690.25,1448.53,509.01,6853.96,13139.64,2962.61
2007-03-23,4500.75,17480.61,28272.03,19692.64,1447.38,513.84,6853.36,13237.66,2954.35
2007-03-26,4448.51,17521.96,28158.97,19765.85,1449.77,508.8,6852.94,13302.88,2945.29
2007-03-27,4472.22,17365.05,28124.33,19706.79,1453.23,508.21,6790.43,13218.76,2918.85
2007-03-28,4441.23,17254.73,28098.28,19553.87,1439.74,505.11,6791.81,13197.15,2890.46
2007-03-29,4493.7,17263.94,28704.24,19821.78,1450.95,511.85,6792.92,13258.02,2919.72
2007-03-30,4471.65,17287.65,28747.69,19800.93,1452.55,510.5,6792.92,13165.5,2929.0
2007-04-02,4485.69,17028.41,29171.52,19809.7,1459.53,512.02,6792.92,13265.8,2940.63
2007-04-03,4547.42,17244.05,29348.09,20002.7,1463.75,516.04,6698.29,13361.23,2967.18
2007-04-04,4558.5,17544.09,29370.94,20209.71,1483.41,517.6,6698.29,13448.31,2986.62
2007-04-05,4553.63,17491.42,29370.94,20209.71,1482.04,519.29,6698.29,13425.02,2996.09
2007-04-10,4595.72,17664.69,29515.64,20347.87,1499.16,524.09,6589.21,13431.3,3041.76
2007-04-11,4587.7,17670.07,29278.75,20449.43,1513.42,522.1,6589.59,13400.99,3040.78
2007-04-12,4568.24,17540.42,29606.97,20380.21,1525.61,518.91,6646.33,13499.65,3065.64
2007-04-13,4581.26,17363.95,29762.22,20340.97,1520.78,523.68,6612.83,13578.62,3083.89
2007-04-16,4614.86,17628.3,29718.66,20757.53,1532.04,532.09,6612.83,13659.98,3094.07
2007-04-17,4602.16,17527.45,29598.99,20788.61,1528.66,532.68,6677.99,13657.95,3082.55
2007-04-18,4576.41,17667.33,29559.52,20777.09,1534.58,531.24,6677.99,13711.96,3106.63
2007-04-19,4549.94,17371.97,29614.05,20299.71,1513.66,528.66,6678.21,13574.7,3133.87
2007-04-20,4630.43,17452.62,29832.48,20566.59,1533.08,536.36,6681.59,13664.71,3150.51
2007-04-23,4612.5,17455.37,29593.85,20556.57,1544.35,535.47,6681.11,13628.97,3117.76
2007-04-24,4612.31,17451.77,29544.18,20572.8,1556.71,532.56,6694.81,13590.33,3114.56
2007-04-25,4641.23,17236.16,29444.15,20536.78,1545.55,535.33,6699.57,13672.85,3141.38
2007-04-26,4657.98,17429.17,29342.7,20667.29,1553.13,534.04,6709.26,13597.52,3146.27
2007-04-27,4643.43,17400.41,29372.93,20526.5,1542.52,530.49,6682.21,13632.01,3149.19
2007-04-30,4614.76,17400.41,28996.71,20318.98,1542.24,530.81,6708.21,13416.68,3161.22
2007-05-02,4675.87,17394.92,29259.92,20388.49,1553.3,532.23,6742.96,13578.74,3167.86
2007-05-03,4706.52,17394.92,29752.95,20681.58,1559.86,536.12,6741.89,13687.0,3194.35
2007-05-04,4719.26,17394.92,30013.85,20841.08,1567.74,539.64,6727.2,13769.89,3214.18
2007-05-07,4739.58,17669.83,29776.57,20896.64,1584.46,540.03,6717.67,13865.51,3255.07
2007-05-08,4708.3,17656.84,29572.4,20706.35,1582.65,535.7,6713.81,13915.36,3212.89
2007-05-09,4715.41,17748.12,29992.83,20844.78,1593.42,534.3,6673.92,13895.16,3253.18
2007-05-10,4674.61,17736.96,29653.82,20746.27,1599.68,529.23,6621.68,13853.13,3232.64
2007-05-11,4667.12,17553.72,30058.75,20468.21,1603.56,531.2,6635.96,14003.82,3247.27
2007-05-14,4658.76,17677.94,29766.33,20979.24,1605.77,529.89,6616.94,13903.28,3219.72
2007-05-15,4662.46,17512.98,29619.91,20868.15,1589.37,531.39,6616.94,13934.64,3175.09
2007-05-16,4673.3,17529.0,30341.25,20937.26,1600.6,527.55,6596.46,14025.03,3188.64
2007-05-17,4690.25,17498.6,30478.37,20994.61,1615.58,531.53,6596.73,14100.71,3216.19
2007-05-18,4749.45,17399.58,30676.34,20904.84,1612.25,536.69,6606.08,14105.34,3257.23
2007-05-21,4728.63,17556.87,30708.73,20927.75,1628.2,538.38,6606.08,14105.34,3257.23
2007-05-22,4730.17,17680.05,30802.25,20843.92,1642.88,540.57,6608.8,14112.19,3115.4
2007-05-23,4756.82,17705.12,30869.84,20798.97,1646.59,541.61,6608.8,14142.51,3162.81
2007-05-24,4704.55,17696.97,30338.58,20798.97,1646.59,535.99,6608.8,13946.27,3153.94
2007-05-25,4671.71,17481.21,30700.01,20520.66,1644.56,535.48,6607.2,14024.07,3210.31
2007-05-28,4689.51,17587.59,30928.43,20529.76,1657.91,537.56,6607.2,14073.74,3241.23
2007-05-29,4660.33,17672.56,30664.73,20469.59,1661.8,537.19,6604.34,13962.72,3244.68
2007-05-30,4652.66,17588.26,31380.0,20293.76,1662.72,535.01,6604.12,14081.71,3260.87
2007-05-31,4697.86,17875.75,31398.96,20634.47,1700.91,540.39,6603.53,14056.78,3279.53
2007-06-01,4707.5,17958.88,31946.4,20602.87,1716.24,543.93,6601.5,14119.37,3304.57
2007-06-04,4690.78,17973.42,32096.21,20729.59,1737.59,545.69,7145.66,14146.74,3319.41
2007-06-05,4676.43,18053.81,32271.38,20842.15,1742.19,544.75,7331.17,14141.69,3319.84
2007-06-06,4587.92,18040.93,31681.76,20818.61,1742.19,537.51,7453.85,13941.59,3290.78
2007-06-07,4511.39,18053.38,31184.49,20800.16,1753.04,535.05,7356.32,13703.88,3227.77
2007-06-08,4507.9,17779.09,31466.6,20509.15,1727.28,534.69,7356.32,13798.5,3288.52
2007-06-11,4565.77,17834.48,31833.44,20615.49,1716.56,537.8,7256.86,13832.82,3315.15
2007-06-12,4549.01,17760.91,31608.59,20636.39,1729.88,534.11,7137.69,13724.33,3308.77
2007-06-13,4571.67,17732.77,31884.06,20578.75,1721.99,536.4,7137.69,13859.52,3334.77
2007-06-14,4640.15,17842.29,32114.09,20867.26,1769.18,545.34,7143.54,14001.99,3371.81
2007-06-15,4681.67,17971.49,32128.97,21017.05,1772.26,551.91,7144.07,14137.41,3380.14
2007-06-18,4676.26,18149.52,32218.17,21582.89,1806.88,551.27,7144.07,14176.42,3362.54
2007-06-19,4653.33,18163.61,32064.99,21582.89,1807.85,550.36,7163.22,14119.49,3409.45
2007-06-20,4676.9,18211.68,31550.76,21684.67,1783.79,552.14,7163.18,13978.16,3390.19
2007-06-21,4646.73,18240.3,31830.84,21954.67,1794.24,550.54,7184.97,14095.73,3431.47
2007-06-22,4641.55,18188.63,31642.26,21999.91,1770.98,548.75,7189.51,13986.03,3447.45
2007-06-25,4642.42,18087.48,31296.01,21822.35,1757.73,548.22,7211.56,13841.86,3445.44
2007-06-26,4599.5,18066.11,30744.71,21803.57,1749.55,543.26,7187.59,13663.88,3418.25
2007-06-27,4572.91,17849.28,30804.21,21705.56,1733.1,539.62,7163.81,13741.92,3427.09
2007-06-28,4610.2,17932.27,31079.24,21938.22,1751.75,546.02,7150.46,13715.67,3439.49
2007-06-29,4639.4,18138.36,31151.05,21772.73,1743.6,548.21,7147.0,13906.57,3470.18
2007-07-02,4591.71,18146.3,31420.69,21772.73,1771.35,549.84,7143.47,13906.57,3470.18
2007-07-03,4635.3,18149.9,32117.83,22151.14,1805.5,553.04,7143.47,14064.74,3499.5
2007-07-04,4657.94,18168.72,32201.63,22218.55,1838.41,554.25,7143.47,14060.39,3491.47
2007-07-05,4640.24,18221.48,32177.83,22252.99,1847.79,550.8,7146.64,14079.41,3455.38
2007-07-06,4655.56,18140.94,32411.84,22531.74,1861.01,555.0,7147.07,14118.7,3425.28
2007-07-09,4656.53,18261.98,32088.25,22817.43,1883.59,557.43,7149.5,14177.52,3436.07
2007-07-10,4616.6,18252.67,31743.02,22885.84,1894.53,554.95,7153.66,14131.93,3408.3
2007-07-11,4590.23,18049.51,31916.27,22607.02,1889.96,553.56,7157.79,14166.09,3384.26
2007-07-12,4636.57,17984.14,32261.1,22809.02,1909.75,560.14,7157.83,14356.0,3372.61
2007-07-13,4645.08,18238.95,32386.51,23099.29,1962.93,560.93,7157.38,14496.5,3385.09
2007-07-16,4637.18,18238.95,32265.93,22953.94,1949.51,561.9,7157.38,14338.25,3385.09
2007-07-17,4594.5,18217.27,31979.14,23057.3,1949.51,560.79,7167.6,14382.01,3382.88
2007-07-18,4568.99,18015.58,31886.74,22841.92,1930.7,555.63,7180.23,14583.66,3389.62
2007-07-19,4607.47,18116.57,32150.65,23016.2,1937.9,560.25,7203.33,14625.76,3383.55
2007-07-20,4579.36,18157.93,31922.62,23291.9,1983.54,555.02,7201.86,14582.87,3366.39
2007-07-23,4610.11,17963.64,32168.43,23365.56,1993.05,558.95,7201.81,14468.33,3392.02
2007-07-24,4542.17,18002.03,31462.15,23472.88,1992.26,551.59,7202.54,14068.16,3378.29
2007-07-25,4484.58,17858.42,31103.53,23362.18,2004.22,546.88,7222.3,14105.32,3348.08
2007-07-26,4369.97,17702.09,29996.6,23211.69,1963.54,533.04,7235.64,13844.6,3277.82
2007-07-27,4341.99,17283.81,30235.17,22570.41,1883.22,526.69,7260.47,13748.53,3292.29
2007-07-30,4336.03,17289.3,30900.68,22739.9,1906.71,525.76,7260.47,13864.72,3336.08
2007-07-31,4384.47,17248.89,30659.66,23184.94,1933.27,533.99,7281.5,13868.63,3340.43
2007-08-01,4311.8,16870.98,30048.37,22455.36,1856.45,524.45,7408.67,13654.74,3325.68
2007-08-02,4326.28,16984.11,30394.81,22443.25,1853.07,527.76,7408.67,13813.62,3329.12
2007-08-03,4281.14,16979.86,29671.77,22538.44,1876.8,521.52,7439.36,13565.24,3314.86
2007-08-06,4234.99,16914.46,29721.63,21936.73,1855.05,516.04,7430.55,13565.24,3251.45
2007-08-07,4281.01,16921.77,30239.92,21907.99,1859.82,521.43,7552.66,13560.57,3255.0
2007-08-08,4320.87,17029.28,30661.87,22536.67,1903.41,530.98,7744.6,13758.19,3289.46
2007-08-09,4214.92,17170.6,29883.96,22439.36,1908.68,517.85,7898.84,13478.01,3230.3
2007-08-10,4096.2,16764.09,29420.47,21792.71,1828.49,502.04,7909.88,13466.28,3192.84
2007-08-13,4185.19,16800.05,29607.2,21891.1,1849.26,513.25,7886.2,13427.45,3162.55
2007-08-14,4126.61,16844.61,28895.73,22007.32,1817.89,508.43,7888.77,13242.62,3085.49
2007-08-15,4114.89,16475.61,28140.73,21375.72,1817.89,506.04,7891.94,13048.76,3085.49
2007-08-16,3989.06,16148.49,27793.16,20672.39,1691.98,487.06,7960.56,12848.7,2961.23
2007-08-17,4070.48,15273.68,28510.66,20387.13,1638.07,499.0,7961.07,13049.58,3033.55
2007-08-20,4117.02,15732.48,28453.55,21595.63,1731.27,504.57,7961.07,13110.34,3056.84
2007-08-21,4116.98,15901.34,28568.43,21729.35,1736.18,505.61,7963.31,13238.71,3136.01
2007-08-22,4171.02,15900.64,29269.34,22346.88,1759.5,514.3,7963.29,13463.14,3210.71
2007-08-23,4184.94,16316.32,29459.82,22966.97,1799.72,514.75,7963.28,13451.11,3206.79
2007-08-24,4225.78,16248.97,30041.54,22921.89,1791.33,518.1,7896.52,13520.33,3252.47
2007-08-27,4233.86,16301.39,30275.84,23577.73,1803.03,518.12,7897.71,13487.43,3270.3
2007-08-28,4186.15,16287.49,29326.76,23363.76,1829.31,508.01,7838.31,13264.87,3191.0
2007-08-29,4213.06,16012.83,29710.78,23020.6,1826.19,510.79,7722.63,13490.12,3238.67
2007-08-30,4304.96,16153.82,29744.07,23484.54,1841.7,517.67,7695.37,13444.63,3252.52
2007-08-31,4350.83,16569.09,30347.86,23984.14,1873.24,522.73,7735.46,13660.48,3310.14
2007-09-03,4358.55,16524.93,30797.6,23904.09,1881.81,525.36,7402.36,13660.48,3326.57
2007-09-04,4376.22,16420.47,30932.71,23886.07,1874.74,531.0,7373.12,13755.23,3324.58
2007-09-05,4321.16,16158.45,30809.55,24069.17,1865.59,523.02,7371.24,13683.28,3286.31
2007-09-06,4330.45,16257.0,30816.95,24050.4,1888.81,527.21,7135.17,13795.69,3265.62
2007-09-07,4227.47,16122.16,30252.77,23982.61,1884.9,517.43,7226.0,13651.21,3200.85
2007-09-10,4190.77,15764.97,29893.18,23999.7,1835.87,512.9,7371.79,13625.49,3152.46
2007-09-11,4250.7,15877.67,30191.14,23952.24,1847.36,521.53,7424.84,13704.28,3154.55
2007-09-12,4255.67,15797.6,30076.33,24310.14,1813.52,523.38,7418.29,13756.72,3114.57
2007-09-13,4284.12,15821.19,30302.23,24537.02,1848.02,530.96,7363.07,13843.2,3133.56
2007-09-14,4259.54,16127.42,30096.03,24898.11,1870.02,528.36,7363.07,13846.41,3167.87
2007-09-17,4209.45,16127.42,29794.49,24599.34,1871.68,522.99,7362.98,13809.86,3167.87
2007-09-18,4278.93,15801.8,30603.42,24576.85,1838.61,531.0,7283.25,14005.4,3167.87
2007-09-19,4384.7,16381.54,30512.64,25554.64,1902.65,543.54,7186.17,13939.78,3167.87
2007-09-20,4354.65,16413.79,30485.75,25701.13,1908.97,542.45,7183.61,13838.43,3214.67
2007-09-21,4357.19,16312.61,30583.07,25843.78,1919.26,544.65,7194.65,13940.07,3220.31
2007-09-24,4309.94,16312.61,30543.45,26551.94,1919.26,541.63,7204.09,13958.28,3191.22
2007-09-25,4241.74,16401.73,30294.77,26430.29,1919.26,534.99,7141.93,13997.62,3174.67
2007-09-26,4286.92,16435.74,30303.18,26430.29,1919.26,539.37,7110.52,14034.97,3190.73
2007-09-27,4326.36,16832.22,30528.0,27065.15,1945.28,542.24,7091.06,14129.73,3230.33
2007-09-28,4325.29,16785.69,30296.19,27142.47,1946.48,540.98,7079.56,14098.89,3249.0
2007-10-01,4338.9,16845.96,30855.68,27142.47,1962.67,545.57,7079.55,14200.58,3295.96
2007-10-02,4363.82,17046.78,31451.79,28199.75,2014.09,542.93,6961.26,14152.73,3333.33
2007-10-03,4379.7,17199.89,31178.84,27479.94,2014.09,540.53,6961.26,14020.85,3293.48
2007-10-04,4434.91,17092.49,31078.33,26973.98,2003.6,541.75,6925.33,14125.11,3300.09
2007-10-05,4460.29,17065.04,31540.94,27831.52,1996.03,546.6,6793.65,14233.34,3361.1
2007-10-08,4454.17,17065.04,31825.51,27770.29,2012.82,545.79,6811.1,14233.34,3360.16
2007-10-09,4499.07,17159.9,31801.69,28228.04,2014.13,550.72,6811.1,14262.19,3405.14
2007-10-10,4510.6,17177.89,32129.4,28569.33,2041.12,554.57,6800.51,14276.19,3393.83
2007-10-11,4534.91,17458.98,31980.95,29133.02,2058.85,558.01,6895.92,14229.44,3393.93
2007-10-12,4532.06,17331.17,32473.47,28838.37,2026.44,559.14,7057.49,14295.86,3414.67
2007-10-15,4501.98,17358.15,32335.86,29540.78,2035.39,553.07,7057.49,14231.28,3414.67
2007-10-16,4476.56,17137.92,32230.82,28954.55,2005.76,550.3,7063.69,14153.03,3380.64
2007-10-17,4506.4,16955.31,32721.82,29298.71,1983.94,554.55,7080.42,14219.5,3406.28
2007-10-18,4457.78,17106.09,32836.12,29465.05,2005.09,551.53,7089.22,14332.03,3441.79
2007-10-19,4416.42,16814.37,31823.4,29465.05,1970.1,551.05,7089.22,14001.66,3414.03
2007-10-22,4373.57,16438.47,31969.48,28373.63,1903.81,541.43,7083.96,14043.6,3429.68
2007-10-23,4404.4,16450.58,32229.44,29376.86,1947.98,546.37,7068.12,14087.49,3454.02
2007-10-24,4336.44,16358.39,32048.18,29333.53,1933.36,543.34,7014.72,14088.51,3464.87
